TPLsp_append,OrganismType,SpeciesAuthor,Kingdom,Phylum,Class,Order,Family,SpeciesAccepted,Taxonomic.status,TPLsp
Daemonorops poilanei,Palm,Daemonorops_poilanei,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Daemonorops poilanei,Accepted,Daemonorops poilanei
Dioon caputoi,Palm,Dioon_caputoi,Plantae,Cycadopsida,Cycadophyta,Cycadales,Zamiaceae,Dioon caputoi,Accepted,Dioon caputoi
Dioon edule,Palm,Dioon_edule,Plantae,Cycadopsida,Cycadophyta,Cycadales,Zamiaceae,Dioon edule,Accepted,Dioon edule
Dioon merolae,Palm,Dioon_merolae,Plantae,Cycadopsida,Cycadophyta,Cycadales,Zamiaceae,Dioon merolae,Accepted,Dioon merolae
Dioon sonorense,Palm,Dioon_sonorense,Plantae,Cycadopsida,Cycadophyta,Cycadales,Zamiaceae,Dioon sonorense,Accepted,Dioon sonorense
Dioon spinulosum,Palm,Dioon_spinulosum,Plantae,Cycadopsida,Cycadophyta,Cycadales,Zamiaceae,Dioon spinulosum,Accepted,Dioon spinulosum
Encephalartos cycadifolius,Palm,Encephalartos_cycadifolius,Plantae,Cycadopsida,Cycadophyta,Cycadales,Zamiaceae,Encephalartos cycadifolius,Accepted,Encephalartos cycadifolius
Encephalartos villosus,Palm,Encephalartos_villosus,Plantae,Cycadopsida,Cycadophyta,Cycadales,Zamiaceae,Encephalartos villosus,Accepted,Encephalartos villosus
Eremospatha macrocarpa,Palm,Eremospatha_macrocarpa,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Eremospatha macrocarpa,Accepted,Eremospatha macrocarpa
Euterpe edulis,Palm,Euterpe_edulis,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Euterpe edulis,Accepted,Euterpe edulis
Euterpe edulis,Palm,Euterpe_edulis_2,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Euterpe edulis,Accepted,Euterpe edulis
Euterpe edulis,Palm,Euterpe_edulis_3,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Euterpe edulis,Accepted,Euterpe edulis
Euterpe oleracea,Palm,Euterpe_oleracea,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Euterpe oleracea,Accepted,Euterpe oleracea
Euterpe precatoria,Palm,Euterpe_precatoria,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Euterpe precatoria,Accepted,Euterpe precatoria
Euterpe precatoria,Palm,Euterpe_precatoria_2,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Euterpe precatoria,Accepted,Euterpe precatoria
Geonoma pohliana,Palm,Geonoma_brevispatha,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Geonoma pohliana weddelliana,Accepted,Geonoma pohliana
Geonoma deversa,Palm,Geonoma_deversa,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Geonoma deversa,Accepted,Geonoma deversa
Geonoma macrostachys,Palm,Geonoma_macrostachys,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Geonoma macrostachys,Accepted,Geonoma macrostachys
Geonoma orbignyana,Palm,Geonoma_orbignyana,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Geonoma orbignyana,Accepted,Geonoma orbignyana
Geonoma schottiana,Palm,Geonoma_schottiana,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Geonoma schottiana,Accepted,Geonoma schottiana
Iriartea deltoidea,Palm,Iriartea_deltoidea,Plantae,Magnoliophyta,Magnoliopsida,Asparagales,Arecaceae,Iriartea deltoidea,Accepted,Iriartea deltoidea
Laccosperma secundiflorum,Palm,Laccosperma_secundiflorum,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Laccosperma secundiflorum,Accepted,Laccosperma secundiflorum
Lepidocaryum tenue,Palm,Lepidocaryum_tenue,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Lepidocaryum tenue,Accepted,Lepidocaryum tenue
Lodoicea maldivica,Palm,Lodoicea_maldivica,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Lodoicea maldivica,Accepted,Lodoicea maldivica
Mauritia flexuosa,Palm,Mauritia_flexuosa,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Mauritia flexuosa,Accepted,Mauritia flexuosa
Dypsis decaryi,Palm,Neodypsis_decaryi,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Dypsis decaryi,Accepted,Dypsis decaryi
Phytelephas seemannii,Palm,Phytelephas_seemannii,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Phytelephas seemannii,Accepted,Phytelephas seemannii
Podococcus barteri,Palm,Podococcus_barteri,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Podococcus barteri,Accepted,Podococcus barteri
Pseudophoenix sargentii,Palm,Pseudophoenix_sargentii,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Pseudophoenix sargentii,Accepted,Pseudophoenix sargentii
Pseudophoenix sargentii,Palm,Pseudophoenix_sargentii_2,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Pseudophoenix sargentii,Accepted,Pseudophoenix sargentii
Ptychosperma macarthurii,Palm,Ptychosperma_macarthurii,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Ptychosperma macarthurii,Accepted,Ptychosperma macarthurii
Reinhardtia gracilis,Palm,Reinhardtia_gracilis,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Reinhardtia gracilis,Accepted,Reinhardtia gracilis
Rhopalostylis sapida,Palm,Rhopalostylis_sapida,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Rhopalostylis sapida,Accepted,Rhopalostylis sapida
Rhopalostylis sapida,Palm,Rhopalostylis_sapida_2,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Rhopalostylis sapida,Accepted,Rhopalostylis sapida
Sabal mexicana,Palm,Sabal_mexicana,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Sabal mexicana,Accepted,Sabal mexicana
Sabal minor,Palm,Sabal_minor,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Sabal minor,Accepted,Sabal minor
Sabal palmetto,Palm,Sabal_palmetto,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Sabal palmetto,Accepted,Sabal palmetto
Sabal uresana,Palm,Sabal_uresana,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Sabal uresana,Accepted,Sabal uresana
Sabal yapa,Palm,Sabal_yapa,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Sabal yapa,Accepted,Sabal yapa
Sabal yapa,Palm,Sabal_yapa_2,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Sabal yapa,Accepted,Sabal yapa
Thrinax radiata,Palm,Thrinax_radiata,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Thrinax radiata,Accepted,Thrinax radiata
Zamia amblyphyllidia,Palm,Zamia_amblyphyllidia,Plantae,Cycadopsida,Cycadophyta,Cycadales,Zamiaceae,Zamia amblyphyllidia,Accepted,Zamia amblyphyllidia
Zamia loddigesii,Palm,Zamia_loddigesii,Plantae,Cycadopsida,Cycadophyta,Cycadales,Zamiaceae,Zamia loddigesii,Accepted,Zamia loddigesii
Acacia aneura,Shrub,Acacia_aneura,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Acacia aneura,Accepted,Acacia aneura
Acacia bilimekii,Shrub,Acacia_bilimekii,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Acacia bilimekii,Accepted,Acacia bilimekii
Acacia suaveolens,Shrub,Acacia_suaveolens,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Acacia suaveolens,Accepted,Acacia suaveolens
Acacia victoriae,Shrub,Acacia_victoriae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Acacia victoriae,Accepted,Acacia victoriae
Adesmia volckmannii,Shrub,Adesmia_volckmannii,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Adesmia volckmannii,Accepted,Adesmia volckmannii
Agave vivipara,Shrub,Agave_angustifolia,Plantae,Magnoliophyta,Liliopsida,Asparagales,Asparagaceae,Agave vivipara,Accepted,Agave vivipara
Ambrosia deltoidea,Shrub,Ambrosia_deltoidea,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Ambrosia deltoidea,Accepted,Ambrosia deltoidea
Ambrosia dumosa,Shrub,Ambrosia_dumosa,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Ambrosia dumosa,Accepted,Ambrosia dumosa
Ardisia elliptica,Shrub,Ardisia_elliptica,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Primulaceae,Ardisia elliptica,Accepted,Ardisia elliptica
Ardisia escallonioides,Shrub,Ardisia_escallonioides,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Primulaceae,Ardisia escallonioides,Accepted,Ardisia escallonioides
Argyroxiphium sandwicense,Shrub,Argyroxiphium_sandwicense_subsp._macrocephalum,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Argyroxiphium sandwicense,Accepted,Argyroxiphium sandwicense
Atriplex acanthocarpa,Shrub,Atriplex_acanthocarpa,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex acanthocarpa,Accepted,Atriplex acanthocarpa
Atriplex canescens,Shrub,Atriplex_canescens,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex canescens,Accepted,Atriplex canescens
Atriplex vesicaria,Shrub,Atriplex_vesicaria,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex vesicaria,Accepted,Atriplex vesicaria
Banksia ericifolia,Shrub,Banksia_ericifolia,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Banksia ericifolia,Accepted,Banksia ericifolia
Betula nana,Shrub,Betula_nana,Plantae,Magnoliophyta,Magnoliopsida,Fagales,Betulaceae,Betula nana,Accepted,Betula nana
Calluna vulgaris,Shrub,Calluna_vulgaris,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Calluna vulgaris,Accepted,Calluna vulgaris
Cassia nemophila,Shrub,Cassia_nemophila,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Cassia nemophila,Accepted,Cassia nemophila
Cleyera japonica,Shrub,Cleyera_japonica,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Pentaphylacaceae,Cleyera japonica,Accepted,Cleyera japonica
Clidemia hirta,Shrub,Clidemia_hirta,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Clidemia hirta,Accepted,Clidemia hirta
Cornus florida,Shrub,Cornus_florida,Plantae,Magnoliophyta,Magnoliopsida,Cornales,Cornaceae,Cornus florida,Accepted,Cornus florida
Cornus racemosa,Shrub,Cornus_racemosa,Plantae,Magnoliophyta,Magnoliopsida,Cornales,Cornaceae,Cornus racemosa,Accepted,Cornus racemosa
Cyrtandra dentata,Shrub,Cyrtandra_dentata,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Gesneriaceae,Cyrtandra dentata,Accepted,Cyrtandra dentata
Cytisus scoparius,Shrub,Cytisus_scoparius,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Cytisus scoparius,Accepted,Cytisus scoparius
Cytisus scoparius,Shrub,Cytisus_scoparius_2,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Cytisus scoparius,Accepted,Cytisus scoparius
Cytisus scoparius,Shrub,Cytisus_scoparius_3,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Cytisus scoparius,Accepted,Cytisus scoparius
Cytisus scoparius,Shrub,Cytisus_scoparius_4,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Cytisus scoparius,Accepted,Cytisus scoparius
Daphne rodriguezii,Shrub,Daphne_rodriguezii,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Thymelaeaceae,Daphne rodriguezii,Accepted,Daphne rodriguezii
Delissea waianaeensis,Shrub,Delissea_waianaeensis,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Campanulaceae,Delissea waianaeensis,Accepted,Delissea waianaeensis
Dodonaea viscosa,Shrub,Dodonaea_angustifolia,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Sapindaceae,Dodonaea viscosa angustifolia,Accepted,Dodonaea viscosa
Cassine transvaalensis,Shrub,Elaeodendron_transvaalense,Plantae,Magnoliophyta,Magnoliopsida,Celastrales,Celastraceae,Cassine transvaalensis,Accepted,Cassine transvaalensis
Encholirium horridum,Shrub,Encholirium_horridum,Plantae,Cycadopsida,Cycadophyta,Cycadales,Zamiaceae,Encholirium horridum,Accepted,Encholirium horridum
Epacris barbata,Shrub,Epacris_barbata,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Epacris barbata,Accepted,Epacris barbata
Eremophila forrestii,Shrub,Eremophila_forrestii,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila forrestii,Accepted,Eremophila forrestii
Eremophila maitlandii,Shrub,Eremophila_maitlandii,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Eremophila maitlandii,Accepted,Eremophila maitlandii
Eremosparton songoricum,Shrub,Eremosparton_songoricum,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Eremosparton songoricum,Accepted,Eremosparton songoricum
Erica ciliaris,Shrub,Erica_ciliaris,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Erica ciliaris,Accepted,Erica ciliaris
Euphorbia rosescens,Shrub,Euphorbia_rosescens,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia rosescens,Accepted,Euphorbia rosescens
Fabiana imbricata,Shrub,Fabiana_imbricata,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Solanaceae,Fabiana imbricata,Accepted,Fabiana imbricata
Flourensia cernua,Shrub,Flourensia_cernua,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Flourensia cernua,Accepted,Flourensia cernua
Fumana procumbens,Shrub,Fumana_procumbens,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Cistaceae,Fumana procumbens,Accepted,Fumana procumbens
Gardenia actinocarpa,Shrub,Gardenia_actinocarpa,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Gardenia actinocarpa,Accepted,Gardenia actinocarpa
Gaultheria procumbens,Shrub,Gaultheria_procumbens,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria procumbens,Accepted,Gaultheria procumbens
Grevillea caleyi,Shrub,Grevillea_caleyi,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea caleyi,Accepted,Grevillea caleyi
Grevillea iaspicula,Shrub,Grevillea_iaspicula,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea iaspicula,Accepted,Grevillea iaspicula
Helianthemum juliae,Shrub,Helianthemum_juliae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum juliae,Unresolved,Helianthemum juliae
Hydrangea paniculata,Shrub,Hydrangea_paniculata,Plantae,Magnoliophyta,Magnoliopsida,Cornales,Hydrangeaceae,Hydrangea paniculata,Accepted,Hydrangea paniculata
Lantana camara,Shrub,Lantana_camara,Plantae,Magnoliophyta,Phaeophyceae,Laminariales,Verbenaceae,Lantana camara,Accepted,Lantana camara
Lantana camara,Shrub,Lantana_camara_2,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana camara,Accepted,Lantana camara
Larrea tridentata,Shrub,Larrea_tridentata,Plantae,Magnoliophyta,Magnoliopsida,Zygophyllales,Zygophyllaceae,Larrea tridentata,Accepted,Larrea tridentata
Leucopogon setiger,Shrub,Leucopogon_setiger,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Leucopogon setiger,Unresolved,Leucopogon setiger
Lindera benzoin,Shrub,Lindera_benzoin,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Lindera benzoin,Accepted,Lindera benzoin
Lindera benzoin,Shrub,Lindera_benzoin_2,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Lindera benzoin,Accepted,Lindera benzoin
Lindera umbellata,Shrub,Lindera_umbellata,Plantae,Magnoliophyta,Magnoliopsida,Laurales,Lauraceae,Lindera umbellata,Accepted,Lindera umbellata
Linnaea borealis,Shrub,Linnaea_borealis,Plantae,Magnoliophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Linnaea borealis,Accepted,Linnaea borealis
Lonicera maackii,Shrub,Lonicera_maackii,Plantae,Magnoliophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera maackii,Accepted,Lonicera maackii
Lupinus arboreus,Shrub,Lupinus_arboreus,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Lupinus arboreus,Accepted,Lupinus arboreus
Magnolia salicifolia,Shrub,Magnolia_salicifolia,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia salicifolia,Accepted,Magnolia salicifolia
Medicago arborea,Shrub,Medicago_citrina,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Medicago arborea,Accepted,Medicago arborea
Miconia albicans,Shrub,Miconia_albicans,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia albicans,Accepted,Miconia albicans
Miconia prasina,Shrub,Miconia_prasina,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia prasina,Accepted,Miconia prasina
Mulinum spinosum,Shrub,Mulinum_spinosum,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Mulinum spinosum,Accepted,Mulinum spinosum
Olearia flocktoniae,Shrub,Olearia_flocktoniae,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Olearia flocktoniae,Accepted,Olearia flocktoniae
Olearia flocktoniae,Shrub,Olearia_flocktoniae_2,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Olearia flocktoniae,Accepted,Olearia flocktoniae
Paliurus ramosissimus,Shrub,Paliurus_ramosissimus,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rhamnaceae,Paliurus ramosissimus,Accepted,Paliurus ramosissimus
Persoonia bargoensis,Shrub,Persoonia_bargoensis,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Persoonia bargoensis,Unresolved,Persoonia bargoensis
Persoonia glaucescens,Shrub,Persoonia_glaucescens,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Persoonia glaucescens,Unresolved,Persoonia glaucescens
Persoonia lanceolata,Shrub,Persoonia_lanceolata,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Persoonia lanceolata,Unresolved,Persoonia lanceolata
Persoonia mollis,Shrub,Persoonia_mollis_subsp._maxima,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Persoonia mollis,Unresolved,Persoonia mollis
Persoonia mollis,Shrub,Persoonia_mollis_subsp._nectens,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Persoonia mollis,Unresolved,Persoonia mollis
Petrophile pulchella,Shrub,Petrophile_pulchella,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Petrophile pulchella,Unresolved,Petrophile pulchella
NA NA,Shrub,Prosopis_spp.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,NA,,NA NA
Protea neriifolia,Shrub,Protea_spp.,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Protea neriifolia,Accepted,Protea neriifolia
Ptilotus obovatus,Shrub,Ptilotus_obovatus,Plantae,Magnoliophyta,Liliopsida,Zingiberales,Amaranthaceae,Ptilotus obovatus,Accepted,Ptilotus obovatus
Purshia subintegra,Shrub,Purshia_subintegra,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Purshia subintegra,Accepted,Purshia subintegra
Ledum palustre,Shrub,Rhododendron_groenlandicum,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Ledum palustre groenlandicum,Accepted,Ledum palustre
Rhododendron maximum,Shrub,Rhododendron_maximum,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron maximum,Accepted,Rhododendron maximum
Rhododendron maximum,Shrub,Rhododendron_maximum_2,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron maximum,Accepted,Rhododendron maximum
Rhododendron maximum,Shrub,Rhododendron_maximum_3,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron maximum,Accepted,Rhododendron maximum
Rhus aromatica,Shrub,Rhus_aromatica,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus aromatica,Accepted,Rhus aromatica
Rhus copallinum,Shrub,Rhus_copallinum,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus copallinum,Accepted,Rhus copallinum
Rosa canina,Shrub,Rosa_canina,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rosa canina,Accepted,Rosa canina
Rosa multiflora,Shrub,Rosa_multiflora,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rosa multiflora,Accepted,Rosa multiflora
Rosmarinus tomentosus,Shrub,Rosmarinus_tomentosus,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Rosmarinus tomentosus,Accepted,Rosmarinus tomentosus
Rourea induta,Shrub,Rourea_induta,Plantae,Magnoliophyta,Magnoliopsida,Oxalidales,Connaraceae,Rourea induta,Accepted,Rourea induta
Rytigynia kigeziensis,Shrub,Rytigynia_kigeziensis,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Rytigynia kigeziensis,Accepted,Rytigynia kigeziensis
Juniperus sabina,Shrub,Sabina_vulgaris,Plantae,Pinophyta,Pinopsida,Pinales,Cupressaceae,Juniperus sabina,Accepted,Juniperus sabina
Salix arctica,Shrub,Salix_arctica,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix arctica,Accepted,Salix arctica
Salix arctica,Shrub,Salix_arctica_2,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix arctica,Accepted,Salix arctica
Sambucus sieboldiana,Shrub,Sambucus_racemosa_subsp._sieboldiana,Plantae,Magnoliophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus sieboldiana,Accepted,Sambucus sieboldiana
Alsinidendron obovatum,Shrub,Schiedea_obovata,Plantae,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Alsinidendron obovatum,Accepted,Alsinidendron obovatum
Senecio filaginoides,Shrub,Senecio_filaginoides,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Senecio filaginoides,Accepted,Senecio filaginoides
Spartium junceum,Shrub,Spartium_junceum,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Spartium junceum,Accepted,Spartium junceum
Spartocytisus supranubius,Shrub,Spartocytisus_supranubius,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Spartocytisus supranubius,Accepted,Spartocytisus supranubius
Stachyurus macrocarpus,Shrub,Stachyurus_macrocarpus,Plantae,Magnoliophyta,Magnoliopsida,Crossosomatales,Stachyuraceae,Stachyurus macrocarpus,Unresolved,Stachyurus macrocarpus
Tetramolopium arenarium,Shrub,Tetramolopium_arenarium,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Compositae,Tetramolopium arenarium,Accepted,Tetramolopium arenarium
Ulex gallii,Shrub,Ulex_gallii,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Ulex gallii,Accepted,Ulex gallii
Ulex minor,Shrub,Ulex_minor,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Leguminosae,Ulex minor,Accepted,Ulex minor
